[filename], [gate], [angular_velocity_min], [angular_velocity_max], [time_min], [time_max]
1.1_positions.xlsx,SpineShoulder y (mm),-0.23,0.22,446.15,679.2
1.1_positions.xlsx,HandTipLeft x (mm),-0.69,0.91,1446.51,1875.23
1.1_positions.xlsx,HandTipLeft y (mm),-0.4,0.64,4441.0,1417.93
1.1_positions.xlsx,ThumbLeft x (mm),-0.56,0.87,1448.71,1875.23
1.1_positions.xlsx,ThumbLeft y (mm),-1.48,1.97,1804.88,1011.19
1.1_positions.xlsx,HandTipRight x (mm),-0.74,0.98,1448.71,771.54
1.1_positions.xlsx,HandTipRight y (mm),-1.06,0.73,1774.1,1976.37
1.1_positions.xlsx,ThumbRight x (mm),-1.51,0.92,4014.47,1039.77
1.1_positions.xlsx,ThumbRight y (mm),-2.49,2.29,1347.57,1308.0
1.2_positions.xlsx,SpineBase x (mm),-0.16,0.39,1050.04,1701.92
1.2_positions.xlsx,SpineBase y (mm),-0.22,0.22,3783.48,2785.91
1.2_positions.xlsx,SpineBase z (mm),-1.77,0.01,2148.85,600.64
1.2_positions.xlsx,SpineMid x (mm),-0.13,0.39,1050.04,1590.8
1.2_positions.xlsx,SpineMid y (mm),-0.19,0.15,1988.35,2906.9
1.2_positions.xlsx,SpineMid z (mm),-1.47,0.0,2146.38,511.75
1.2_positions.xlsx,Neck x (mm),-0.19,0.46,4963.78,1585.86
1.2_positions.xlsx,Neck y (mm),-0.18,0.21,4961.31,3511.87
1.2_positions.xlsx,Neck z (mm),-1.24,0.0,2050.08,380.88
1.2_positions.xlsx,Head x (mm),-0.2,0.54,4963.78,4193.38
1.2_positions.xlsx,Head y (mm),-0.41,0.24,4188.44,1585.86
1.2_positions.xlsx,Head z (mm),-1.4,0.0,2348.86,185.81
1.2_positions.xlsx,ShoulderLeft x (mm),-0.17,0.5,4963.78,1588.33
1.2_positions.xlsx,ShoulderLeft y (mm),-0.29,0.39,3919.29,1850.07
1.2_positions.xlsx,ShoulderLeft z (mm),-1.39,0.06,3919.29,4986.0
1.2_positions.xlsx,ElbowLeft x (mm),-0.1,0.41,956.21,1615.49
1.2_positions.xlsx,ElbowLeft y (mm),-0.43,0.48,1213.01,2306.88
1.2_positions.xlsx,ElbowLeft z (mm),-1.73,0.01,2148.85,200.62
1.2_positions.xlsx,WristLeft x (mm),-0.14,0.36,116.67,2282.19
1.2_positions.xlsx,WristLeft y (mm),-0.61,0.49,1082.14,3418.04
1.2_positions.xlsx,WristLeft z (mm),-1.9,0.03,2148.85,111.73
1.2_positions.xlsx,HandLeft x (mm),-0.37,0.49,1682.16,3818.05
1.2_positions.xlsx,HandLeft y (mm),-0.41,0.43,1050.04,3447.67
1.2_positions.xlsx,HandLeft z (mm),-1.83,0.1,2148.85,74.69
1.2_positions.xlsx,ShoulderRight x (mm),-0.15,0.41,978.43,1474.75
1.2_positions.xlsx,ShoulderRight y (mm),-0.37,0.37,1250.05,4195.84
1.2_positions.xlsx,ShoulderRight z (mm),-1.68,0.0,2146.38,445.08
1.2_positions.xlsx,ElbowRight x (mm),-0.1,0.44,682.12,1593.27
1.2_positions.xlsx,ElbowRight y (mm),-0.82,1.28,1477.22,1519.19
1.2_positions.xlsx,ElbowRight z (mm),-1.47,0.03,2148.85,524.09
1.2_positions.xlsx,WristRight x (mm),-0.09,0.5,2415.53,1516.73
1.2_positions.xlsx,WristRight y (mm),-1.2,1.15,2413.06,2585.9
1.2_positions.xlsx,WristRight z (mm),-1.75,0.03,2884.68,383.35
1.2_positions.xlsx,HandRight x (mm),-0.16,0.44,889.54,2973.57
1.2_positions.xlsx,HandRight y (mm),-0.57,0.62,2543.93,2827.89
1.2_positions.xlsx,HandRight z (mm),-1.71,0.3,2884.68,452.49
1.2_positions.xlsx,HipLeft x (mm),-0.19,0.4,1050.04,1543.89
1.2_positions.xlsx,HipLeft y (mm),-0.22,0.23,3783.48,2894.56
1.2_positions.xlsx,HipLeft z (mm),-1.73,0.01,2146.38,568.54
1.2_positions.xlsx,KneeLeft x (mm),-0.79,0.89,2395.77,2052.55
1.2_positions.xlsx,KneeLeft y (mm),-0.89,0.79,2274.78,2882.21
1.2_positions.xlsx,KneeLeft z (mm),-2.37,0.04,2148.85,2190.83
1.2_positions.xlsx,AnkleLeft x (mm),-0.67,1.17,1817.97,1761.18
1.2_positions.xlsx,AnkleLeft y (mm),-1.3,2.77,2985.92,2682.2
1.2_positions.xlsx,AnkleLeft z (mm),-3.01,0.06,3052.59,284.58
1.2_positions.xlsx,FootLeft x (mm),-2.5,3.43,1803.16,1748.83
1.2_positions.xlsx,FootLeft y (mm),-2.76,2.77,2985.92,2682.2
1.2_positions.xlsx,FootLeft z (mm),-6.44,3.33,1817.97,69.75
1.2_positions.xlsx,HipRight x (mm),-0.16,0.41,1050.04,1699.45
1.2_positions.xlsx,HipRight y (mm),-0.26,0.22,1988.35,3551.37
1.2_positions.xlsx,HipRight z (mm),-1.77,0.01,2148.85,600.64
1.2_positions.xlsx,KneeRight x (mm),-0.4,0.71,966.09,1514.26
1.2_positions.xlsx,KneeRight y (mm),-1.2,1.45,2245.15,2287.13
1.2_positions.xlsx,KneeRight z (mm),-2.73,0.01,2151.32,235.19
1.2_positions.xlsx,AnkleRight x (mm),-0.53,0.96,2415.53,2464.91
1.2_positions.xlsx,AnkleRight y (mm),-1.41,1.0,3581.01,3235.31
1.2_positions.xlsx,AnkleRight z (mm),-3.28,0.06,2348.86,3583.47
1.2_positions.xlsx,FootRight x (mm),-2.28,2.89,2351.33,2452.57
1.2_positions.xlsx,FootRight y (mm),-1.63,1.93,2679.73,2588.37
1.2_positions.xlsx,FootRight z (mm),-5.94,2.99,2455.03,1045.1
1.2_positions.xlsx,SpineShoulder x (mm),-0.15,0.45,4961.31,1585.86
1.2_positions.xlsx,SpineShoulder y (mm),-0.16,0.18,4963.78,2911.84
1.2_positions.xlsx,SpineShoulder z (mm),-1.27,0.0,2146.38,380.88
1.2_positions.xlsx,HandTipLeft x (mm),-0.9,0.69,50.0,1116.71
1.2_positions.xlsx,HandTipLeft y (mm),-0.64,0.61,1114.24,1153.75
1.2_positions.xlsx,HandTipLeft z (mm),-1.87,0.36,2225.4,67.28
1.2_positions.xlsx,ThumbLeft x (mm),-0.62,0.95,2588.37,3818.05
1.2_positions.xlsx,ThumbLeft y (mm),-2.23,1.72,1783.4,583.35
1.2_positions.xlsx,ThumbLeft z (mm),-2.31,0.61,2153.79,1783.4
1.2_positions.xlsx,HandTipRight x (mm),-0.77,0.83,74.69,1580.93
1.2_positions.xlsx,HandTipRight y (mm),-0.73,0.48,146.3,289.52
1.2_positions.xlsx,HandTipRight z (mm),-1.76,0.62,2887.15,583.35
1.2_positions.xlsx,ThumbRight x (mm),-0.95,0.75,3316.8,2104.4
1.2_positions.xlsx,ThumbRight y (mm),-2.03,1.48,2884.68,2830.36
1.2_positions.xlsx,ThumbRight z (mm),-2.45,1.36,2151.32,3450.14
1.3_positions.xlsx,SpineBase x (mm),-0.2,0.51,1003.33,2737.75
1.3_positions.xlsx,SpineBase y (mm),-0.25,0.29,2077.35,1640.88
1.3_positions.xlsx,SpineBase z (mm),-1.84,0.06,2077.35,198.96
1.3_positions.xlsx,SpineMid x (mm),-0.13,0.43,1012.47,2735.47
1.3_positions.xlsx,SpineMid y (mm),-0.2,0.23,2001.94,1643.17
1.3_positions.xlsx,SpineMid z (mm),-1.66,0.04,2168.75,64.14
1.3_positions.xlsx,Neck x (mm),-0.17,0.48,1039.89,1698.01
1.3_positions.xlsx,Neck y (mm),-0.2,0.22,4508.74,2804.02
1.3_positions.xlsx,Neck z (mm),-1.67,0.07,2171.04,4472.18
1.3_positions.xlsx,Head x (mm),-0.21,0.49,1005.62,3875.75
1.3_positions.xlsx,Head y (mm),-0.2,0.3,4508.74,3839.19
1.3_positions.xlsx,Head z (mm),-1.76,0.11,2168.75,3928.31
1.3_positions.xlsx,ShoulderLeft x (mm),-0.12,0.36,998.76,1873.97
1.3_positions.xlsx,ShoulderLeft y (mm),-0.33,0.31,2550.37,2216.74
1.3_positions.xlsx,ShoulderLeft z (mm),-1.64,0.01,2273.87,4207.1
1.3_positions.xlsx,ElbowLeft x (mm),-0.39,0.63,3708.94,3667.81
1.3_positions.xlsx,ElbowLeft y (mm),-0.36,0.74,2570.94,3704.37
1.3_positions.xlsx,ElbowLeft z (mm),-1.82,0.05,2175.61,3640.38
1.3_positions.xlsx,WristLeft x (mm),-0.35,0.61,3005.12,2431.54
1.3_positions.xlsx,WristLeft y (mm),-0.8,0.55,3905.46,2271.58
1.3_positions.xlsx,WristLeft z (mm),-2.13,0.29,2426.97,3942.02
1.3_positions.xlsx,HandLeft x (mm),-0.55,0.65,2963.98,3546.69
1.3_positions.xlsx,HandLeft y (mm),-0.62,0.73,2100.2,2182.46
1.3_positions.xlsx,HandLeft z (mm),-2.41,0.56,2429.26,3903.18
1.3_positions.xlsx,ShoulderRight x (mm),-0.13,0.36,1007.9,2733.18
1.3_positions.xlsx,ShoulderRight y (mm),-0.38,0.25,1437.51,3971.73
1.3_positions.xlsx,ShoulderRight z (mm),-1.77,0.12,2171.04,4202.53
1.3_positions.xlsx,ElbowRight x (mm),-0.09,0.4,436.61,2737.75
1.3_positions.xlsx,ElbowRight y (mm),-0.29,0.27,1439.79,3843.76
1.3_positions.xlsx,ElbowRight z (mm),-1.59,0.09,1835.12,338.35
1.3_positions.xlsx,WristRight x (mm),-0.19,0.5,137.26,1634.03
1.3_positions.xlsx,WristRight y (mm),-0.46,0.45,3366.17,1933.38
1.3_positions.xlsx,WristRight z (mm),-2.16,0.21,3069.1,1236.41
1.3_positions.xlsx,HandRight x (mm),-0.29,0.46,1739.15,3558.12
1.3_positions.xlsx,HandRight y (mm),-0.61,0.72,1670.59,1707.15
1.3_positions.xlsx,HandRight z (mm),-2.43,0.39,1805.42,1300.4
1.3_positions.xlsx,HipLeft x (mm),-0.2,0.49,1003.33,1640.88
1.3_positions.xlsx,HipLeft y (mm),-0.24,0.4,2070.49,1636.31
1.3_positions.xlsx,HipLeft z (mm),-1.87,0.04,2079.63,80.13
1.3_positions.xlsx,KneeLeft x (mm),-0.85,0.74,2404.12,2301.29
1.3_positions.xlsx,KneeLeft y (mm),-0.8,1.13,1773.42,2001.94
1.3_positions.xlsx,KneeLeft z (mm),-2.79,0.06,2804.02,203.53
1.3_positions.xlsx,AnkleLeft x (mm),-0.54,1.58,2968.55,1839.69
1.3_positions.xlsx,AnkleLeft y (mm),-1.34,0.79,2168.75,1732.29
1.3_positions.xlsx,AnkleLeft z (mm),-3.92,0.04,1908.25,388.63
1.3_positions.xlsx,FootLeft x (mm),-1.62,3.1,1880.82,1835.12
1.3_positions.xlsx,FootLeft y (mm),-1.76,2.61,1835.12,2737.75
1.3_positions.xlsx,FootLeft z (mm),-6.2,2.99,2737.75,2303.58
1.3_positions.xlsx,HipRight x (mm),-0.16,0.52,1001.05,2740.04
1.3_positions.xlsx,HipRight y (mm),-0.29,0.24,2086.49,2303.58
1.3_positions.xlsx,HipRight z (mm),-1.8,0.06,2164.18,400.05
1.3_positions.xlsx,KneeRight x (mm),-1.21,1.18,3272.48,2308.15
1.3_positions.xlsx,KneeRight y (mm),-1.71,2.22,1937.95,2070.49
1.3_positions.xlsx,KneeRight z (mm),-3.69,0.21,3272.48,3213.06
1.3_positions.xlsx,AnkleRight x (mm),-0.24,1.05,2237.31,2445.26
1.3_positions.xlsx,AnkleRight y (mm),-1.38,1.68,3037.11,2235.02
1.3_positions.xlsx,AnkleRight z (mm),-3.23,0.04,2312.72,2029.36
1.3_positions.xlsx,FootRight x (mm),-1.2,3.88,2342.42,2438.4
1.3_positions.xlsx,FootRight y (mm),-2.06,2.23,2271.58,1974.52
1.3_positions.xlsx,FootRight z (mm),-7.24,3.7,2310.43,2269.3
1.3_positions.xlsx,SpineShoulder x (mm),-0.15,0.45,1039.89,1698.01
1.3_positions.xlsx,SpineShoulder y (mm),-0.2,0.22,2004.22,2808.59
1.3_positions.xlsx,SpineShoulder z (mm),-1.66,0.04,2171.04,61.85
1.3_positions.xlsx,HandTipLeft x (mm),-1.43,0.86,1007.9,3635.81
1.3_positions.xlsx,HandTipLeft y (mm),-0.67,0.79,1947.09,3635.81
1.3_positions.xlsx,HandTipLeft z (mm),-2.59,0.59,2429.26,3898.61
1.3_positions.xlsx,ThumbLeft x (mm),-1.11,1.35,2973.12,2408.69
1.3_positions.xlsx,ThumbLeft y (mm),-1.77,1.71,2004.22,2175.61
1.3_positions.xlsx,ThumbLeft z (mm),-3.25,1.4,3635.81,2806.31
1.3_positions.xlsx,HandTipRight x (mm),-0.48,0.72,347.49,3542.12
1.3_positions.xlsx,HandTipRight y (mm),-0.48,0.83,59.57,571.44
1.3_positions.xlsx,HandTipRight z (mm),-2.65,0.52,1704.87,39.0
1.3_positions.xlsx,ThumbRight x (mm),-0.94,1.12,3343.32,2406.41
1.3_positions.xlsx,ThumbRight y (mm),-1.89,1.82,3075.95,3373.02
1.3_positions.xlsx,ThumbRight z (mm),-2.86,1.32,1700.3,2333.28
1.4_positions.xlsx,SpineBase x (mm),-0.25,0.54,2570.23,1037.54
1.4_positions.xlsx,SpineBase y (mm),-0.36,0.29,1342.76,2009.29
1.4_positions.xlsx,SpineBase z (mm),-2.13,0.01,1572.09,59.2
1.4_positions.xlsx,SpineMid x (mm),-0.24,0.5,446.91,1017.75
1.4_positions.xlsx,SpineMid y (mm),-0.36,0.27,1344.41,2081.88
1.4_positions.xlsx,SpineMid z (mm),-2.14,0.02,1573.74,2943.09
1.4_positions.xlsx,Neck x (mm),-0.35,0.67,445.26,2981.04
1.4_positions.xlsx,Neck y (mm),-0.36,0.3,1346.06,2080.23
1.4_positions.xlsx,Neck z (mm),-2.15,0.12,1573.74,2941.44
1.4_positions.xlsx,Head x (mm),-0.19,0.67,466.71,2981.04
1.4_positions.xlsx,Head y (mm),-0.46,0.32,1344.41,953.4
1.4_positions.xlsx,Head z (mm),-1.99,0.13,1575.39,2939.79
1.4_positions.xlsx,ShoulderLeft x (mm),-0.22,0.61,341.32,971.55
1.4_positions.xlsx,ShoulderLeft y (mm),-0.5,0.4,844.52,974.85
1.4_positions.xlsx,ShoulderLeft z (mm),-2.1,0.11,1573.74,2941.44
1.4_positions.xlsx,ElbowLeft x (mm),-0.24,0.45,473.3,1911.95
1.4_positions.xlsx,ElbowLeft y (mm),-0.47,0.43,844.52,973.2
1.4_positions.xlsx,ElbowLeft z (mm),-2.23,0.02,1573.74,3329.15
1.4_positions.xlsx,WristLeft x (mm),-0.32,0.83,2298.01,1776.67
1.4_positions.xlsx,WristLeft y (mm),-0.63,0.5,1410.41,2811.11
1.4_positions.xlsx,WristLeft z (mm),-2.96,0.16,1575.39,3083.33
1.4_positions.xlsx,HandLeft x (mm),-0.69,0.82,2278.21,2840.8
1.4_positions.xlsx,HandLeft y (mm),-0.7,0.92,1403.81,2707.17
1.4_positions.xlsx,HandLeft z (mm),-2.98,0.53,1575.39,3091.58
1.4_positions.xlsx,ShoulderRight x (mm),-0.2,0.56,346.27,943.5
1.4_positions.xlsx,ShoulderRight y (mm),-0.52,0.81,2507.54,2774.81
1.4_positions.xlsx,ShoulderRight z (mm),-1.93,0.06,1573.74,3344.0
1.4_positions.xlsx,ElbowRight x (mm),-0.18,0.65,441.96,1078.79
1.4_positions.xlsx,ElbowRight y (mm),-0.62,0.78,2507.54,2776.46
1.4_positions.xlsx,ElbowRight z (mm),-2.22,0.06,1143.13,46.0
1.4_positions.xlsx,WristRight x (mm),-0.18,0.54,2538.89,844.52
1.4_positions.xlsx,WristRight y (mm),-0.58,0.69,2639.52,1143.13
1.4_positions.xlsx,WristRight z (mm),-2.97,0.22,1075.49,634.99
1.4_positions.xlsx,HandRight x (mm),-0.24,0.74,2337.61,1141.48
1.4_positions.xlsx,HandRight y (mm),-1.03,1.46,903.91,945.15
1.4_positions.xlsx,HandRight z (mm),-3.26,0.4,1141.48,2730.27
1.4_positions.xlsx,HipLeft x (mm),-0.24,0.5,408.96,1039.19
1.4_positions.xlsx,HipLeft y (mm),-0.36,0.29,1347.71,1644.68
1.4_positions.xlsx,HipLeft z (mm),-2.0,0.0,1572.09,123.54
1.4_positions.xlsx,KneeLeft x (mm),-0.83,0.87,1709.02,1595.19
1.4_positions.xlsx,KneeLeft y (mm),-0.87,1.3,1336.16,1275.12
1.4_positions.xlsx,KneeLeft z (mm),-2.86,0.03,1073.84,309.97
1.4_positions.xlsx,AnkleLeft x (mm),-0.2,1.41,2212.22,1176.13
1.4_positions.xlsx,AnkleLeft y (mm),-1.29,2.09,1339.46,1380.71
1.4_positions.xlsx,AnkleLeft z (mm),-4.78,0.11,1011.15,2524.04
1.4_positions.xlsx,FootLeft x (mm),-1.46,2.75,1215.73,1172.83
1.4_positions.xlsx,FootLeft y (mm),-2.27,2.02,1174.48,1380.71
1.4_positions.xlsx,FootLeft z (mm),-6.49,2.46,1217.38,1646.33
1.4_positions.xlsx,HipRight x (mm),-0.24,0.58,408.96,847.81
1.4_positions.xlsx,HipRight y (mm),-0.51,0.36,1405.46,1451.65
1.4_positions.xlsx,HipRight z (mm),-2.23,0.01,1573.74,98.79
1.4_positions.xlsx,KneeRight x (mm),-1.04,1.15,1570.44,742.23
1.4_positions.xlsx,KneeRight y (mm),-2.18,2.06,1436.8,1382.36
1.4_positions.xlsx,KneeRight z (mm),-3.74,0.04,1476.4,786.77
1.4_positions.xlsx,AnkleRight x (mm),-0.33,1.31,2449.79,1740.37
1.4_positions.xlsx,AnkleRight y (mm),-3.34,3.08,2449.79,2406.9
1.4_positions.xlsx,AnkleRight z (mm),-4.37,0.77,1771.72,2449.79
1.4_positions.xlsx,FootRight x (mm),-1.46,2.2,2180.87,1742.02
1.4_positions.xlsx,FootRight y (mm),-3.8,2.58,2311.21,2269.96
1.4_positions.xlsx,FootRight z (mm),-5.55,2.72,1483.0,2180.87
1.4_positions.xlsx,SpineShoulder x (mm),-0.32,0.6,443.61,2981.04
1.4_positions.xlsx,SpineShoulder y (mm),-0.36,0.28,1347.71,2083.53
1.4_positions.xlsx,SpineShoulder z (mm),-2.15,0.11,1573.74,2941.44
1.4_positions.xlsx,HandTipLeft x (mm),-0.79,1.28,2273.26,2910.1
1.4_positions.xlsx,HandTipLeft y (mm),-0.63,1.04,1388.96,2707.17
1.4_positions.xlsx,HandTipLeft z (mm),-3.04,0.48,1580.34,3076.73
1.4_positions.xlsx,ThumbLeft x (mm),-1.31,2.71,2915.05,2852.35
1.4_positions.xlsx,ThumbLeft y (mm),-1.74,1.67,1887.2,1940.0
1.4_positions.xlsx,ThumbLeft z (mm),-3.08,0.86,1575.39,3047.03
1.4_positions.xlsx,HandTipRight x (mm),-0.88,0.74,2337.61,946.8
1.4_positions.xlsx,HandTipRight y (mm),-1.12,1.4,2076.93,2114.88
1.4_positions.xlsx,HandTipRight z (mm),-3.98,0.68,1141.48,684.48
1.4_positions.xlsx,ThumbRight x (mm),-1.49,1.31,2433.3,1479.7
1.4_positions.xlsx,ThumbRight y (mm),-2.66,2.4,1577.04,1977.94
1.4_positions.xlsx,ThumbRight z (mm),-4.22,1.04,1144.78,2614.78
1.5_positions.xlsx,SpineBase x (mm),-0.23,0.48,2474.22,2378.17
1.5_positions.xlsx,SpineBase y (mm),-0.3,0.4,1705.83,1482.22
1.5_positions.xlsx,SpineBase z (mm),-2.23,0.03,1872.42,209.58
1.5_positions.xlsx,SpineMid x (mm),-0.34,0.46,2810.39,1561.76
1.5_positions.xlsx,SpineMid y (mm),-0.39,0.44,1678.82,1878.42
1.5_positions.xlsx,SpineMid z (mm),-2.16,0.01,2075.02,296.63
1.5_positions.xlsx,Neck x (mm),-0.46,0.65,941.95,1710.34
1.5_positions.xlsx,Neck y (mm),-0.56,0.54,1675.82,1879.92
1.5_positions.xlsx,Neck z (mm),-2.36,0.16,2810.39,2772.87
1.5_positions.xlsx,Head x (mm),-0.2,0.78,935.95,2808.88
1.5_positions.xlsx,Head y (mm),-0.74,1.08,2771.37,2810.39
1.5_positions.xlsx,Head z (mm),-2.04,0.06,1240.6,56.51
1.5_positions.xlsx,ShoulderLeft x (mm),-0.22,0.36,926.94,1317.14
1.5_positions.xlsx,ShoulderLeft y (mm),-0.54,1.05,2079.52,2810.39
1.5_positions.xlsx,ShoulderLeft z (mm),-2.34,0.17,2076.52,2771.37
1.5_positions.xlsx,ElbowLeft x (mm),-0.25,0.39,2574.77,2168.06
1.5_positions.xlsx,ElbowLeft y (mm),-0.51,0.98,2081.02,2810.39
1.5_positions.xlsx,ElbowLeft z (mm),-2.77,0.03,2076.52,337.15
1.5_positions.xlsx,WristLeft x (mm),-0.85,0.98,2487.72,2076.52
1.5_positions.xlsx,WristLeft y (mm),-0.64,0.86,1245.1,2808.88
1.5_positions.xlsx,WristLeft z (mm),-3.89,0.04,2075.02,110.54
1.5_positions.xlsx,HandLeft x (mm),-0.96,1.27,2516.24,2075.02
1.5_positions.xlsx,HandLeft y (mm),-0.86,0.68,1873.92,1813.89
1.5_positions.xlsx,HandLeft z (mm),-4.03,0.51,2075.02,2406.68
1.5_positions.xlsx,ShoulderRight x (mm),-0.23,0.55,2679.82,1438.7
1.5_positions.xlsx,ShoulderRight y (mm),-0.44,0.7,938.95,1473.22
1.5_positions.xlsx,ShoulderRight z (mm),-2.27,0.01,1240.6,257.61
1.5_positions.xlsx,ElbowRight x (mm),-0.17,0.39,946.45,1507.73
1.5_positions.xlsx,ElbowRight y (mm),-0.4,0.64,938.95,1474.72
1.5_positions.xlsx,ElbowRight z (mm),-2.16,0.03,2474.22,211.09
1.5_positions.xlsx,WristRight x (mm),-0.89,0.68,2711.34,2810.39
1.5_positions.xlsx,WristRight y (mm),-1.37,0.93,2871.92,2630.3
1.5_positions.xlsx,WristRight z (mm),-3.27,1.67,2472.72,2810.39
1.5_positions.xlsx,HandRight x (mm),-0.44,0.78,2579.27,3021.99
1.5_positions.xlsx,HandRight y (mm),-2.16,2.14,2177.07,2216.09
1.5_positions.xlsx,HandRight z (mm),-3.97,1.1,2474.22,2810.39
1.5_positions.xlsx,HipLeft x (mm),-0.24,0.48,940.45,2376.67
1.5_positions.xlsx,HipLeft y (mm),-0.34,0.5,1219.59,1483.72
1.5_positions.xlsx,HipLeft z (mm),-2.23,0.04,1872.42,107.53
1.5_positions.xlsx,KneeLeft x (mm),-0.76,1.41,1990.98,2408.18
1.5_positions.xlsx,KneeLeft y (mm),-0.92,1.39,1545.25,1635.3
1.5_positions.xlsx,KneeLeft z (mm),-3.49,0.04,2276.12,116.54
1.5_positions.xlsx,AnkleLeft x (mm),-0.56,0.91,2475.72,1519.74
1.5_positions.xlsx,AnkleLeft y (mm),-1.03,1.14,1536.25,1438.7
1.5_positions.xlsx,AnkleLeft z (mm),-5.37,0.09,1615.79,2621.29
1.5_positions.xlsx,FootLeft x (mm),-1.34,1.85,1578.27,2409.68
1.5_positions.xlsx,FootLeft y (mm),-1.44,1.6,1833.4,1879.92
1.5_positions.xlsx,FootLeft z (mm),-5.72,2.6,2408.18,836.9
1.5_positions.xlsx,HipRight x (mm),-0.27,0.49,2475.72,1548.25
1.5_positions.xlsx,HipRight y (mm),-0.36,0.35,1704.33,1450.71
1.5_positions.xlsx,HipRight z (mm),-2.24,0.03,2075.02,209.58
1.5_positions.xlsx,KneeRight x (mm),-1.58,0.96,1875.42,1932.45
1.5_positions.xlsx,KneeRight y (mm),-1.54,1.62,1776.37,1882.92
1.5_positions.xlsx,KneeRight z (mm),-6.41,0.04,1875.42,566.76
1.5_positions.xlsx,AnkleRight x (mm),-0.98,0.97,959.96,2033.0
1.5_positions.xlsx,AnkleRight y (mm),-4.26,6.58,1839.4,1881.42
1.5_positions.xlsx,AnkleRight z (mm),-7.21,0.16,1876.92,2708.33
1.5_positions.xlsx,FootRight x (mm),-2.57,3.62,1972.97,2011.99
1.5_positions.xlsx,FootRight y (mm),-4.2,6.5,1839.4,1881.42
1.5_positions.xlsx,FootRight z (mm),-7.23,4.2,1876.92,940.45
1.5_positions.xlsx,SpineShoulder x (mm),-0.42,0.59,941.95,1710.34
1.5_positions.xlsx,SpineShoulder y (mm),-0.53,0.53,1675.82,1879.92
1.5_positions.xlsx,SpineShoulder z (mm),-2.28,0.12,2810.39,2772.87
1.5_positions.xlsx,HandTipLeft x (mm),-1.22,2.15,2552.26,2075.02
